Id;Name;Duration;LastRun;LastResults;Verdict;Cycle;CalcPrio
460;78214;56065;24.02.2015 18:32;[];0;5;0
461;78297;55960;24.02.2015 18:32;[1];0;5;0
462;82467;57194;24.02.2015 18:32;[];0;5;0
463;78215;54675;24.02.2015 18:32;[];0;5;0
464;78213;56602;24.02.2015 18:32;[];1;5;0
465;82501;56108;24.02.2015 18:32;[];0;5;0
466;78212;55966;24.02.2015 18:32;[];0;5;0
467;82504;55301;24.02.2015 18:32;[];0;5;0
468;82503;54878;24.02.2015 18:32;[];0;5;0
469;82466;56927;24.02.2015 18:32;[];0;5;0
470;82502;54467;24.02.2015 18:32;[];0;5;0
471;82505;55351;24.02.2015 18:32;[];1;5;0
472;78296;57069;24.02.2015 18:32;[1];0;5;0
473;78216;56457;24.02.2015 18:32;[];0;5;0
474;82507;55497;24.02.2015 18:32;[];1;5;0
475;82418;59461;24.02.2015 18:32;[];1;5;0
476;78293;59936;24.02.2015 18:32;[1];0;5;0
477;82511;56619;24.02.2015 18:32;[];1;5;0
478;82510;56324;24.02.2015 18:32;[];1;5;0
479;78294;58425;24.02.2015 18:32;[1];0;5;0
480;82464;55842;24.02.2015 18:32;[];0;5;0
481;82417;59378;24.02.2015 18:32;[];1;5;0
482;82468;56461;24.02.2015 18:32;[];0;5;0
483;78217;56784;24.02.2015 18:32;[];0;5;0
484;82509;56140;24.02.2015 18:32;[];1;5;0
485;82500;56233;24.02.2015 18:32;[];1;5;0
486;78295;54629;24.02.2015 18:32;[1];0;5;0
487;82508;56933;24.02.2015 18:32;[];1;5;0
488;78298;54810;24.02.2015 18:32;[1];0;5;0
489;82416;58272;24.02.2015 18:32;[];1;5;0
490;78218;57479;24.02.2015 18:32;[];0;5;0
